course_level,ERM_SCORE,sat_new_math,act_math,hs_gpa,Compliance,course_number_updated
100,,410.0,,3.09,Compliant,Combo2
400,40.0,,,3.63,Compliant,151Q
300,,,,3.25,Compliant,121Q
400,,,17.0,3.744,Compliant,161Q
100,10.0,,,3.48,Compliant,Combo2
100,,,,2.71,Uncompliant,088
400,,600.0,,4.0,Compliant,151Q
290,15.0,570.0,,3.88,Compliant,105Q
400,,530.0,,3.49,Compliant,151Q
300,,,21.0,4.0,Compliant,121Q
300,30.0,,,3.8,Compliant,121Q
100,15.0,,,3.61,Compliant,Combo2
250,25.0,,,3.83,Compliant,Combo3
100,25.0,,,2.14,Compliant,Combo2
300,30.0,,,3.55,Compliant,216Q
300,30.0,,,3.76,Compliant,121Q
250,25.0,,,3.811,Compliant,Combo3
300,30.0,,,3.28,Compliant,121Q
500,40.0,,,3.89,Compliant,165Q
400,,,34.0,4.0,Compliant,161Q
300,40.0,,,3.4,Compliant,121Q
400,40.0,,,3.4,Compliant,151Q
400,40.0,,25.0,3.96,Compliant,151Q
400,10.0,,15.0,3.8,Compliant,161Q
300,40.0,,20.0,3.57,Compliant,132
300,30.0,,,2.8,Compliant,121Q
400,,,,,Uncompliant,161Q
400,,680.0,27.0,3.8,Compliant,161Q
100,15.0,,,3.2,Compliant,Combo2
500,,,27.0,4.0,Compliant,171Q
100,10.0,,,2.81,Compliant,Combo2
100,,,19.0,3.5,Compliant,Combo2
300,,,,3.95,Compliant,132
290,30.0,,,2.89,Compliant,105Q
100,15.0,480.0,,3.04,Compliant,Combo2
400,,,25.0,4.0,Compliant,161Q
100,15.0,,,3.68,Compliant,Combo2
250,,520.0,17.0,3.47,Compliant,Combo3
400,,590.0,,3.63,Compliant,151Q
250,25.0,,,3.62,Compliant,Combo3
300,30.0,,,3.35,Compliant,121Q
300,30.0,,20.0,3.99,Compliant,121Q
400,,600.0,,3.04,Compliant,161Q
300,30.0,,,2.63,Compliant,121Q
500,40.0,,,3.52,Compliant,171Q
300,30.0,,,4.0,Compliant,121Q
400,40.0,,,3.47,Compliant,151Q
400,,530.0,,3.21,Compliant,161Q
500,,690.0,,4.0,Compliant,171Q
500,,,27.0,4.0,Compliant,171Q
250,25.0,,,3.6,Compliant,Combo3
300,,,28.0,3.22,Compliant,216Q
500,40.0,,,3.82,Compliant,171Q
400,,,,3.72,Compliant,161Q
100,10.0,,,2.68,Compliant,Combo2
300,10.0,,24.0,3.2,Compliant,121Q
400,40.0,,,3.95,Compliant,151Q
300,40.0,,,3.8,Compliant,216Q
500,40.0,,,3.89,Compliant,171Q
100,15.0,,,3.17,Compliant,Combo2
400,,600.0,,3.12,Compliant,151Q
300,30.0,,,3.76,Compliant,121Q
400,,600.0,,4.0,Compliant,161Q
250,25.0,,,,Compliant,Combo3
400,40.0,,,3.33,Compliant,161Q
300,30.0,,,3.62,Compliant,121Q
300,,,26.0,3.72,Compliant,132
100,15.0,,,3.7,Compliant,Combo2
100,,,17.0,3.38,Compliant,Combo2
300,30.0,,16.0,3.68,Compliant,121Q
300,,,24.0,,Compliant,132
300,,540.0,,3.66,Compliant,121Q
300,,,27.0,,Uncompliant,132
300,,600.0,,3.84,Compliant,216Q
100,,520.0,,3.26,Compliant,Combo2
300,30.0,,,3.88,Compliant,121Q
300,40.0,,,3.91,Compliant,121Q
250,,550.0,,2.942,Uncompliant,Combo3
250,25.0,,,3.65,Compliant,Combo3
100,10.0,,,3.42,Compliant,Combo2
100,15.0,,,3.17,Compliant,Combo2
250,25.0,,,4.0,Compliant,Combo3
300,40.0,,,2.14,Compliant,216Q
400,,600.0,,4.0,Compliant,161Q
100,,400.0,,3.11,Compliant,Combo2
300,,620.0,,4.08,Compliant,216Q
300,30.0,,,3.96,Compliant,121Q
300,40.0,,,3.76,Compliant,216Q
100,15.0,,,2.43,Compliant,Combo2
300,,,,3.77,Compliant,216Q
100,10.0,,,3.53,Compliant,Combo2
150,,520.0,,2.97,Compliant,Combo1
300,,,20.0,3.75,Compliant,216Q
300,30.0,,,4.12,Compliant,121Q
100,,,14.0,2.73,Compliant,Combo2
150,15.0,,,3.66,Compliant,090
400,,,26.0,4.0,Compliant,151Q
400,,,29.0,3.8,Compliant,161Q
100,,400.0,,3.03,Compliant,Combo2
300,40.0,,,,Compliant,121Q
300,30.0,,,3.91,Compliant,121Q
250,30.0,,,2.43,Compliant,Combo3
300,40.0,,,,Compliant,216Q
500,,650.0,,4.54,Compliant,171Q
250,25.0,520.0,,3.87,Compliant,Combo3
300,,,25.0,4.0,Compliant,216Q
300,,,27.0,4.0,Compliant,216Q
400,,520.0,,3.4,Compliant,161Q
300,30.0,,,3.45,Compliant,121Q
500,40.0,,30.0,3.94,Compliant,171Q
300,30.0,,,3.9,Compliant,121Q
400,,730.0,27.0,3.93,Compliant,161Q
300,,,21.0,3.67,Compliant,216Q
300,,670.0,26.0,3.46,Compliant,216Q
300,,640.0,,3.75,Compliant,216Q
300,,,23.0,4.0,Compliant,121Q
100,15.0,,,2.45,Compliant,Combo2
100,,500.0,,3.71,Compliant,Combo2
290,,560.0,26.0,3.98,Compliant,105Q
100,10.0,,,3.19,Compliant,Combo2
150,,550.0,,2.9,Uncompliant,Combo1
300,30.0,,,3.74,Compliant,121Q
300,30.0,,,3.61,Compliant,121Q
500,,,31.0,3.9,Compliant,171Q
250,,530.0,,1.5,Compliant,Combo3
100,10.0,,,2.65,Compliant,Combo2
100,10.0,,,2.5,Compliant,Combo2
300,30.0,,18.0,3.94,Compliant,121Q
500,40.0,,28.0,3.88,Compliant,171Q
400,40.0,600.0,,3.62,Compliant,151Q
100,10.0,,,2.55,Compliant,Combo2
300,30.0,550.0,,3.56,Compliant,121Q
400,,,25.0,3.31,Compliant,161Q
400,40.0,,,3.6,Compliant,161Q
400,40.0,,,4.0,Compliant,151Q
400,30.0,570.0,,4.16,Compliant,151Q
300,25.0,,23.0,3.93,Compliant,121Q
250,15.0,530.0,,3.41,Compliant,Combo3
400,30.0,,,3.48,Compliant,161Q
250,25.0,,,2.34,Compliant,Combo3
300,,570.0,,3.3,Compliant,121Q
100,,,17.0,3.34,Compliant,Combo2
250,,550.0,,2.74,Uncompliant,Combo3
300,30.0,,20.0,3.57,Compliant,121Q
300,,650.0,,3.6,Compliant,121Q
500,,720.0,,4.0,Compliant,171Q
100,10.0,,,3.39,Compliant,Combo2
400,40.0,,,3.43,Compliant,151Q
300,40.0,,,3.97,Compliant,216Q
100,,,16.0,2.8,Compliant,Combo2
290,,660.0,,4.0,Compliant,105Q
500,,,27.0,4.0,Compliant,171Q
400,,450.0,,3.56,Compliant,161Q
100,,,16.0,2.95,Compliant,088
250,25.0,,,3.2,Compliant,Combo3
400,40.0,,,3.8,Compliant,151Q
300,,590.0,,,Uncompliant,216Q
100,10.0,,,2.87,Compliant,Combo2
500,,,27.0,3.52,Compliant,165Q
400,40.0,,,,Compliant,161Q
290,30.0,,,3.08,Compliant,105Q
250,25.0,450.0,17.0,3.8,Compliant,Combo3
400,40.0,,,3.66,Compliant,151Q
300,,670.0,,3.5,Compliant,216Q
400,,,,3.31,Compliant,151Q
300,30.0,,,,Compliant,121Q
400,,600.0,,3.19,Compliant,161Q
250,,530.0,,2.7,Compliant,Combo3
150,25.0,,,,Compliant,Combo1
300,,600.0,,3.79,Compliant,216Q
400,40.0,540.0,,2.97,Compliant,151Q
250,30.0,,,,Compliant,Combo3
150,,520.0,,3.63,Compliant,Combo1
250,,530.0,,3.35,Compliant,Combo3
300,30.0,,,2.8,Compliant,121Q
400,30.0,,,3.71,Compliant,161Q
300,30.0,,,4.0,Compliant,121Q
400,,590.0,23.0,4.0,Compliant,161Q
250,,550.0,,2.04,Uncompliant,Combo3
400,,,26.0,2.58,Compliant,161Q
300,30.0,,,2.57,Compliant,121Q
100,,500.0,,3.5,Compliant,Combo2
150,25.0,,,3.49,Compliant,Combo1
300,,590.0,,4.0,Compliant,216Q
400,40.0,,,3.79,Compliant,151Q
100,15.0,,,3.1,Compliant,Combo2
100,,,19.0,3.26,Compliant,Combo2
100,15.0,,,3.8,Compliant,Combo2
100,15.0,,,3.73,Compliant,Combo2
300,30.0,500.0,,3.8,Compliant,121Q
400,30.0,,25.0,4.0,Compliant,151Q
250,,,21.0,3.2,Compliant,Combo3
290,10.0,470.0,,3.67,Compliant,105Q
100,,450.0,,1.66,Compliant,Combo2
100,10.0,,,3.15,Compliant,Combo2
300,30.0,,,4.0,Compliant,121Q
300,30.0,,,3.38,Compliant,121Q
400,,570.0,,4.0,Compliant,161Q
100,10.0,,,3.3,Compliant,Combo2
250,25.0,460.0,,3.5,Compliant,Combo3
300,,580.0,,3.7,Compliant,121Q
400,,,26.0,3.77,Compliant,151Q
300,30.0,,,3.76,Compliant,121Q
400,,630.0,,3.7,Compliant,151Q
300,,,,3.47,Compliant,216Q
250,25.0,,,3.69,Compliant,Combo3
500,,,27.0,4.33,Compliant,171Q
300,40.0,,,3.45,Compliant,216Q
300,,540.0,,4.0,Compliant,121Q
400,,,26.0,3.95,Compliant,151Q
300,30.0,,17.0,3.44,Compliant,121Q
100,,520.0,,3.1,Compliant,Combo2
400,40.0,,23.0,3.83,Compliant,151Q
300,30.0,,,3.61,Compliant,121Q
300,30.0,,,,Compliant,121Q
500,,,27.0,3.3,Compliant,171Q
300,40.0,,,4.0,Compliant,216Q
400,,600.0,,3.5,Compliant,151Q
400,,550.0,,3.37,Compliant,151Q
500,,590.0,,3.39,Compliant,171Q
500,,,28.0,4.33,Compliant,171Q
300,,690.0,,3.89,Compliant,216Q
400,,,,3.99,Compliant,161Q
400,40.0,,,3.57,Compliant,151Q
300,,540.0,,3.63,Compliant,121Q
150,15.0,,,3.05,Compliant,090
400,40.0,,,2.58,Compliant,151Q
100,10.0,,,3.6,Compliant,Combo2
400,40.0,,,3.59,Compliant,151Q
400,30.0,,,,Uncompliant,161Q
300,40.0,,,3.05,Compliant,121Q
300,,,,2.3,Uncompliant,216Q
500,,,,,Uncompliant,171Q
250,25.0,,,4.0,Compliant,Combo3
400,,630.0,,4.0,Compliant,161Q
500,,670.0,,4.0,Compliant,171Q
400,40.0,,28.0,4.0,Compliant,161Q
100,,,14.0,2.35,Compliant,Combo2
290,30.0,,,,Compliant,105Q
100,15.0,,,3.5,Compliant,Combo2
400,,570.0,,3.82,Compliant,161Q
400,,,34.0,3.99,Compliant,161Q
100,15.0,,,,Compliant,Combo2
400,40.0,,,2.91,Compliant,151Q
250,25.0,,,3.46,Compliant,Combo3
300,30.0,,,3.4,Compliant,121Q
250,,550.0,,,Uncompliant,Combo3
300,40.0,,,2.8,Compliant,121Q
100,15.0,,,2.42,Compliant,Combo2
500,,,,,Uncompliant,171Q
500,40.0,,,3.66,Compliant,171Q
300,,,24.0,3.65,Compliant,121Q
250,25.0,,,2.71,Compliant,Combo3
100,15.0,,,2.5,Compliant,Combo2
290,,560.0,18.0,3.32,Compliant,105Q
100,10.0,,,2.66,Compliant,Combo2
400,,,26.0,2.79,Compliant,151Q
100,,470.0,,3.54,Compliant,Combo2
400,,,,,Uncompliant,161Q
300,25.0,530.0,,3.67,Compliant,121Q
250,25.0,,,3.63,Compliant,Combo3
300,,,,4.28,Compliant,216Q
250,25.0,,,2.45,Compliant,Combo3
300,40.0,,,3.03,Compliant,121Q
100,,,15.0,2.88,Compliant,Combo2
100,,,15.0,3.71,Compliant,Combo2
100,15.0,,,3.46,Compliant,Combo2
300,30.0,,,3.46,Compliant,121Q
300,30.0,,,3.53,Compliant,121Q
300,30.0,,,3.98,Compliant,121Q
100,25.0,510.0,,4.19,Compliant,Combo2
400,30.0,,26.0,3.45,Compliant,151Q
300,25.0,580.0,,3.44,Compliant,121Q
400,40.0,,,3.66,Compliant,151Q
300,30.0,,,2.68,Compliant,121Q
290,40.0,,,,Compliant,105Q
290,30.0,,,,Compliant,105Q
290,30.0,,,,Compliant,105Q
290,30.0,,17.0,,Compliant,105Q
290,40.0,,,,Compliant,105Q
290,30.0,,,,Compliant,105Q
400,40.0,,,3.79,Compliant,161Q
300,,,,,Uncompliant,216Q
500,40.0,510.0,,3.3,Compliant,165Q
300,40.0,,,3.96,Compliant,216Q
300,,560.0,,3.58,Compliant,121Q
300,,,23.0,4.0,Compliant,216Q
500,40.0,670.0,28.0,3.05,Compliant,171Q
500,,,27.0,3.938,Compliant,171Q
100,,350.0,,2.84,Compliant,Combo2
500,,670.0,,3.43,Compliant,171Q
290,,510.0,,3.71,Compliant,105Q
400,,590.0,,,Compliant,151Q
500,,,,,Uncompliant,171Q
100,15.0,,,2.83,Compliant,Combo2
500,40.0,,,3.7,Compliant,171Q
100,15.0,,,3.36,Compliant,Combo2
300,30.0,,,3.64,Compliant,121Q
150,15.0,,,2.2,Compliant,Combo1
100,,,12.0,2.3,Compliant,Combo2
400,40.0,,,,Compliant,151Q
100,10.0,,14.0,4.0,Compliant,Combo2
300,,570.0,,3.85,Compliant,121Q
500,,,,,Uncompliant,171Q
100,10.0,,,3.29,Compliant,Combo2
400,,590.0,,3.81,Compliant,151Q
300,,580.0,,3.99,Compliant,121Q
300,,,24.0,2.82,Compliant,121Q
300,30.0,,,4.0,Compliant,121Q
300,,570.0,,3.61,Compliant,121Q
300,30.0,,,3.28,Compliant,121Q
100,10.0,,,3.51,Compliant,Combo2
100,,,17.0,3.3,Compliant,Combo2
300,,600.0,,3.54,Compliant,121Q
400,,,27.0,3.11,Compliant,161Q
300,30.0,,,3.38,Compliant,121Q
300,,570.0,,2.57,Compliant,121Q
100,,510.0,,3.61,Compliant,Combo2
100,,,25.0,3.96,Compliant,Combo2
250,25.0,,,2.67,Compliant,Combo3
400,40.0,,18.0,4.0,Compliant,161Q
400,40.0,500.0,,3.31,Compliant,151Q
300,30.0,,,2.9,Compliant,121Q
300,30.0,,,3.53,Compliant,121Q
300,30.0,540.0,,2.95,Compliant,121Q
400,,650.0,,3.54,Compliant,161Q
300,,,25.0,2.98,Uncompliant,216Q
300,30.0,,,3.06,Compliant,121Q
400,,,26.0,3.25,Compliant,151Q
300,30.0,,,,Compliant,121Q
250,30.0,,,3.09,Compliant,Combo3
400,,,,3.47,Compliant,161Q
250,25.0,,,3.36,Compliant,Combo3
100,10.0,,14.0,2.88,Compliant,Combo2
290,,,24.0,3.5,Compliant,105Q
100,,520.0,,2.88,Uncompliant,Combo2
100,10.0,,,3.35,Compliant,Combo2
300,30.0,,16.0,3.97,Compliant,121Q
500,40.0,660.0,,3.96,Compliant,171Q
290,30.0,,,2.63,Compliant,105Q
300,30.0,390.0,,3.72,Compliant,121Q
100,15.0,,,3.2,Compliant,Combo2
400,40.0,,16.0,3.87,Compliant,161Q
300,40.0,600.0,,3.7,Compliant,216Q
400,40.0,,18.0,3.55,Compliant,151Q
300,30.0,,17.0,2.83,Compliant,121Q
100,10.0,490.0,,3.6,Compliant,Combo2
400,40.0,550.0,,3.9,Compliant,151Q
400,,600.0,,3.88,Compliant,161Q
300,30.0,570.0,,3.69,Compliant,121Q
400,30.0,630.0,,2.7,Compliant,151Q
100,,,14.0,3.17,Compliant,Combo2
100,15.0,500.0,,4.0,Compliant,Combo2
500,40.0,,,3.96,Compliant,171Q
400,40.0,510.0,,3.38,Compliant,151Q
400,,,25.0,3.73,Compliant,151Q
150,,,20.0,3.21,Compliant,Combo1
250,25.0,510.0,,3.99,Compliant,Combo3
400,40.0,520.0,,3.89,Compliant,151Q
300,30.0,,,3.79,Compliant,121Q
400,,,25.0,2.97,Compliant,151Q
250,25.0,,19.0,3.81,Compliant,Combo3
300,40.0,,,3.28,Compliant,216Q
400,40.0,540.0,,3.96,Compliant,151Q
400,40.0,,,2.91,Compliant,161Q
400,,600.0,,4.28,Compliant,161Q
300,30.0,,,3.77,Compliant,216Q
250,30.0,,,3.77,Compliant,Combo3
290,,,,,Uncompliant,105Q
290,30.0,,16.0,3.4,Compliant,105Q
100,15.0,,,3.92,Compliant,Combo2
250,30.0,450.0,,4.0,Compliant,Combo3
500,,,27.0,4.0,Compliant,171Q
250,,520.0,,3.76,Compliant,Combo3
300,30.0,,25.0,3.4,Compliant,121Q
300,30.0,,,4.0,Compliant,121Q
100,15.0,,,2.89,Compliant,Combo2
290,40.0,440.0,,2.87,Compliant,105Q
500,40.0,,,3.94,Compliant,171Q
100,15.0,,,3.98,Compliant,Combo2
500,40.0,630.0,,4.0,Compliant,171Q
100,15.0,,,3.74,Compliant,Combo2
300,40.0,,18.0,3.26,Compliant,216Q
400,40.0,560.0,,3.0,Compliant,151Q
250,25.0,,,3.26,Compliant,Combo3
290,30.0,,,3.55,Compliant,105Q
400,,,25.0,3.923,Compliant,161Q
500,,,32.0,4.56,Compliant,171Q
400,,,26.0,4.0,Compliant,161Q
400,40.0,670.0,,3.66,Compliant,151Q
290,30.0,,,3.02,Compliant,105Q
400,40.0,,,,Compliant,151Q
100,10.0,,,4.0,Compliant,Combo2
400,40.0,,19.0,2.58,Compliant,161Q
400,,,,,Uncompliant,151Q
300,,,23.0,3.51,Compliant,216Q
400,,,27.0,3.8,Compliant,151Q
300,30.0,,,3.03,Compliant,121Q
300,30.0,380.0,,3.34,Compliant,121Q
100,,,,3.57,Compliant,Combo2
100,,,,2.53,Uncompliant,Combo2
300,,,21.0,3.92,Compliant,121Q
400,,,,,Uncompliant,151Q
100,,490.0,,3.7,Compliant,Combo2
100,10.0,,,2.53,Compliant,Combo2
250,25.0,,,3.17,Compliant,Combo3
400,,560.0,,4.0,Compliant,151Q
400,,,29.0,4.0,Compliant,161Q
100,,440.0,,3.66,Compliant,Combo2
400,30.0,,26.0,3.8,Compliant,151Q
300,,680.0,,3.47,Compliant,216Q
400,40.0,560.0,,3.8,Compliant,151Q
500,,700.0,,4.0,Compliant,171Q
500,,,27.0,4.0,Compliant,171Q
300,30.0,,,3.48,Compliant,121Q
100,10.0,,,3.81,Compliant,Combo2
150,10.0,,,3.25,Compliant,Combo1
300,30.0,,22.0,3.87,Compliant,216Q
300,30.0,,22.0,3.87,Compliant,121Q
300,,550.0,,3.7,Compliant,121Q
300,30.0,,,3.52,Compliant,121Q
400,40.0,,,4.0,Compliant,161Q
400,40.0,,21.0,3.4,Compliant,151Q
400,40.0,,20.0,3.74,Compliant,151Q
250,25.0,,,3.59,Compliant,Combo3
400,30.0,,26.0,3.93,Compliant,151Q
400,,540.0,,4.03,Compliant,151Q
300,,,,4.0,Compliant,216Q
400,40.0,,,,Compliant,151Q
300,,,24.0,3.49,Compliant,121Q
300,30.0,,,3.92,Compliant,121Q
300,,,24.0,3.7,Compliant,121Q
100,,,20.0,2.34,Uncompliant,Combo2
300,30.0,,17.0,3.59,Compliant,121Q
300,30.0,,,2.73,Compliant,121Q
400,,,25.0,4.0,Compliant,161Q
300,30.0,,,4.0,Compliant,121Q
400,30.0,570.0,,3.7,Compliant,151Q
250,25.0,,,2.88,Compliant,Combo3
400,40.0,,16.0,3.45,Compliant,161Q
250,,,21.0,2.82,Compliant,Combo3
300,,,,,Uncompliant,216Q
300,15.0,,22.0,3.87,Compliant,121Q
300,,,21.0,3.68,Compliant,121Q
500,,,28.0,4.0,Compliant,171Q
300,,530.0,23.0,3.8,Compliant,216Q
300,,,25.0,,Uncompliant,216Q
100,,510.0,,2.95,Uncompliant,Combo2
300,,,26.0,2.58,Uncompliant,216Q
400,40.0,,18.0,3.67,Compliant,151Q
400,,,24.0,3.91,Compliant,151Q
300,,780.0,,4.0,Compliant,216Q
250,25.0,,,3.2,Compliant,Combo3
400,30.0,600.0,,,Compliant,161Q
400,40.0,,26.0,4.075,Compliant,151Q
250,25.0,,15.0,3.5,Compliant,Combo3
400,,,16.0,3.6,Compliant,161Q
300,30.0,500.0,,3.67,Compliant,121Q
100,15.0,,,2.86,Compliant,Combo2
100,,,,3.6,Compliant,Combo2
100,15.0,,16.0,3.4,Compliant,Combo2
300,30.0,,,3.2,Compliant,121Q
300,,560.0,,3.18,Compliant,121Q
500,,690.0,,2.8,Uncompliant,171Q
300,30.0,,,3.28,Compliant,121Q
400,,,,4.0,Compliant,161Q
400,,640.0,,3.42,Compliant,151Q
100,10.0,520.0,,3.38,Compliant,Combo2
500,,720.0,32.0,3.71,Compliant,171Q
400,30.0,530.0,,2.59,Uncompliant,151Q
400,40.0,,,4.0,Compliant,161Q
300,30.0,660.0,,3.98,Compliant,121Q
400,30.0,620.0,,4.0,Compliant,151Q
300,30.0,,,,Compliant,121Q
300,30.0,,,3.24,Compliant,121Q
100,10.0,,,2.71,Compliant,088
100,,500.0,,2.72,Uncompliant,Combo2
100,15.0,,,3.39,Compliant,Combo2
300,,530.0,,3.65,Compliant,121Q
100,,,19.0,2.36,Uncompliant,Combo2
300,,580.0,,3.73,Compliant,121Q
290,30.0,,,3.7,Compliant,105Q
250,15.0,,,2.9,Uncompliant,Combo3
100,15.0,,,2.9,Compliant,Combo2
100,15.0,,,2.91,Compliant,Combo2
400,40.0,,,3.64,Compliant,161Q
100,10.0,,,2.63,Compliant,Combo2
300,,610.0,27.0,3.65,Compliant,216Q
300,40.0,,17.0,3.71,Compliant,216Q
300,40.0,,,3.7,Compliant,216Q
400,,,,,Uncompliant,161Q
400,,,,,Uncompliant,161Q
400,,,,,Uncompliant,161Q
300,,570.0,,2.92,Compliant,121Q
100,,,15.0,2.74,Compliant,088
300,,,26.0,4.0,Compliant,216Q
300,,,24.0,3.62,Compliant,216Q
250,,550.0,,3.06,Compliant,Combo3
400,40.0,500.0,,3.46,Compliant,161Q
100,,550.0,,3.41,Compliant,Combo2
300,25.0,,,3.64,Compliant,121Q
290,10.0,540.0,,3.98,Compliant,105Q
400,40.0,,21.0,3.0,Compliant,151Q
400,40.0,,,4.0,Compliant,151Q
290,30.0,,,2.84,Compliant,105Q
100,,440.0,,2.7,Compliant,Combo2
290,,530.0,,4.0,Compliant,105Q
400,,,,4.0,Compliant,161Q
300,,,24.0,4.0,Compliant,216Q
250,25.0,,,3.31,Compliant,Combo3
300,,590.0,,3.75,Compliant,216Q
250,,540.0,,,Uncompliant,Combo3
100,15.0,,,3.94,Compliant,Combo2
400,,,21.0,4.0,Compliant,161Q
500,,,28.0,3.9,Compliant,171Q
400,,,18.0,4.0,Compliant,161Q
100,15.0,,,3.29,Compliant,Combo2
400,,,26.0,4.0,Compliant,151Q
300,30.0,,,3.33,Compliant,121Q
250,25.0,,,3.62,Compliant,Combo3
300,25.0,,,,Uncompliant,216Q
250,25.0,,,,Compliant,Combo3
100,15.0,,,2.46,Compliant,Combo2
100,10.0,,,2.79,Compliant,Combo2
400,,540.0,,3.55,Compliant,161Q
300,,560.0,,3.95,Compliant,121Q
300,,,20.0,3.2,Compliant,216Q
150,,470.0,17.0,4.26,Compliant,Combo1
500,25.0,,,3.6,Compliant,171Q
100,15.0,,,3.45,Compliant,Combo2
500,,530.0,,3.4,Compliant,171Q
300,,620.0,,3.04,Compliant,216Q
400,40.0,420.0,,3.98,Compliant,161Q
400,40.0,,24.0,3.67,Compliant,161Q
100,10.0,,,3.07,Compliant,Combo2
100,10.0,,,3.39,Compliant,088
250,25.0,,,2.22,Compliant,Combo3
300,,,,4.0,Compliant,216Q
300,30.0,,,3.37,Compliant,121Q
300,40.0,,,3.76,Compliant,121Q
400,40.0,,19.0,3.15,Compliant,161Q
100,,,24.0,2.91,Uncompliant,Combo2
400,40.0,,,3.91,Compliant,161Q
400,40.0,,,3.78,Compliant,151Q
400,25.0,,17.0,3.71,Compliant,161Q
400,,680.0,,4.29,Compliant,151Q
400,,,25.0,3.2,Compliant,151Q
500,,,27.0,3.46,Compliant,171Q
250,30.0,,,3.4,Compliant,Combo3
300,,540.0,,3.76,Compliant,121Q
400,30.0,,23.0,3.85,Compliant,151Q
400,40.0,,23.0,3.3,Compliant,161Q
400,,,23.0,3.76,Compliant,161Q
300,,590.0,,3.8,Compliant,216Q
100,15.0,,,2.91,Compliant,Combo2
400,,,25.0,3.29,Compliant,161Q
300,30.0,,,3.79,Compliant,121Q
400,40.0,,,2.86,Compliant,161Q
150,,,19.0,2.61,Compliant,Combo1
100,,510.0,,3.33,Compliant,Combo2
300,30.0,,,2.64,Compliant,121Q
300,,560.0,21.0,,Compliant,121Q
250,25.0,,,3.4,Compliant,Combo3
400,,,27.0,,Uncompliant,161Q
300,30.0,,18.0,,Compliant,121Q
300,30.0,,,3.24,Compliant,121Q
400,40.0,,,3.26,Compliant,161Q
100,15.0,,,2.05,Compliant,Combo2
400,,,24.0,3.9,Compliant,151Q
100,,460.0,,,Compliant,Combo2
300,,540.0,,3.5,Compliant,121Q
100,,470.0,,3.13,Compliant,Combo2
250,,530.0,,2.6,Compliant,Combo3
400,30.0,,25.0,,Compliant,151Q
500,,,28.0,3.91,Compliant,171Q
400,40.0,,,4.02,Compliant,151Q
500,30.0,620.0,,4.0,Compliant,171Q
150,15.0,,,3.67,Compliant,090
300,,630.0,,4.0,Compliant,216Q
400,40.0,,,3.5,Compliant,151Q
300,30.0,,,,Compliant,121Q
300,30.0,,,4.0,Compliant,121Q
150,,460.0,,3.1,Compliant,Combo1
400,,640.0,,4.0,Compliant,161Q
300,,,,3.72,Compliant,121Q
300,,560.0,,3.06,Compliant,121Q
250,25.0,,,3.5,Compliant,Combo3
100,15.0,,,2.6,Compliant,Combo2
300,,540.0,,3.63,Compliant,121Q
290,30.0,,,3.521,Compliant,105Q
300,30.0,,21.0,3.52,Compliant,121Q
400,30.0,,21.0,3.52,Compliant,151Q
300,30.0,,,3.51,Compliant,121Q
290,,,31.0,,Uncompliant,105Q
100,15.0,,18.0,2.7,Compliant,Combo2
400,,590.0,,3.35,Compliant,161Q
400,,,23.0,3.712,Compliant,151Q
300,10.0,,23.0,,Compliant,121Q
400,40.0,,,2.21,Compliant,161Q
100,15.0,,,3.44,Compliant,Combo2
300,40.0,,,,Compliant,121Q
250,25.0,,,,Compliant,Combo3
300,,,30.0,4.0,Compliant,132
400,,,22.0,,Uncompliant,161Q
300,,,26.0,,Uncompliant,216Q
300,,,29.0,4.0,Compliant,216Q
400,40.0,520.0,,3.96,Compliant,151Q
100,,,19.0,3.2553,Compliant,Combo2
300,30.0,,,3.09,Compliant,121Q
400,,,,4.0,Compliant,161Q
250,25.0,460.0,,4.0,Compliant,Combo3
300,40.0,,,3.97,Compliant,216Q
300,30.0,,,3.7,Compliant,121Q
300,30.0,,17.0,2.86,Compliant,121Q
290,,,,,Uncompliant,105Q
300,30.0,510.0,,3.7,Compliant,121Q
250,,,20.0,,Uncompliant,Combo3
300,30.0,,20.0,3.6,Compliant,121Q
300,30.0,,,2.78,Compliant,121Q
500,40.0,,31.0,3.75,Compliant,171Q
290,15.0,,,3.24,Compliant,105Q
100,,480.0,,3.45,Compliant,Combo2
300,30.0,,,2.71,Compliant,121Q
100,10.0,,14.0,2.56,Compliant,Combo2
400,30.0,,,3.86,Compliant,161Q
100,10.0,,,3.72,Compliant,Combo2
100,10.0,,,1.75,Compliant,Combo2
100,10.0,,,2.75,Compliant,Combo2
250,,,21.0,2.3,Compliant,Combo3
100,,,,3.25,Compliant,Combo2
400,,,,,Uncompliant,161Q
400,,,26.0,3.61,Compliant,161Q
100,10.0,,,3.49,Compliant,Combo2
100,10.0,,,3.16,Compliant,Combo2
400,40.0,,,3.7,Compliant,151Q
300,30.0,,,3.48,Compliant,121Q
400,30.0,,26.0,3.08,Compliant,151Q
300,,,,3.9,Compliant,216Q
400,,,26.0,,Compliant,161Q
100,15.0,,,2.9,Compliant,Combo2
300,30.0,,,2.8,Compliant,121Q
150,15.0,,,3.0,Compliant,090
400,,600.0,,3.47,Compliant,151Q
500,,,32.0,4.0,Compliant,171Q
100,15.0,,16.0,3.67,Compliant,Combo2
300,30.0,,,4.0,Compliant,121Q
300,25.0,,,,Uncompliant,121Q
300,30.0,,19.0,3.5,Compliant,121Q
